Year,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueTypeID,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1
2011,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,66.5,66.5, , ,58.6,74.4,Overall,Overall, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,OVERALL,OVR
2011,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,HIS
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,BLK
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,37,37, , ,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,API
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,247,247, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,WHT
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,59,59, , ,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,AIAN
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,191,191, , ,,,Gender,Male, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,GENDER,GENM
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,162,162, , ,,,Gender,Female, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,GENDER,GENF
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,353,353, , ,,,Overall,Overall, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,OVERALL,OVR
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,HIS
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,BLK
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,69.5,69.5, , ,48.9,95.7,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,API
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,51,51, , ,44.7,57.4,Race/Ethnicity,"White, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,WHT
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,50.3,50.3, , ,38.3,64.8,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,AIAN
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,HIS
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,BLK
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,126.3,126.3, , ,86.4,178.3,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,API
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,65.9,65.9, , ,57.1,74.7,Race/Ethnicity,"White, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,WHT
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,83.1,83.1, , ,62.1,109,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,AIAN
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,81.3,81.3, , ,68.3,94.3,Gender,Male, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,GENDER,GENM
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,64.1,64.1, , ,53.8,74.5,Gender,Female, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,GENDER,GENF
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,71.9,71.9, , ,63.9,79.9,Overall,Overall, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,OVERALL,OVR
2012,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,HIS
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,BLK
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,32,32, , ,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,API
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,273,273, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,WHT
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,48,48, , ,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,AIAN
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,213,213, , ,,,Gender,Male, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,GENDER,GENM
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,159,159, , ,,,Gender,Female, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,GENDER,GENF
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,372,372, , ,,,Overall,Overall, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,OVERALL,OVR
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,HIS
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,BLK
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,58.8,58.8, , ,40.2,83,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,API
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,56.6,56.6, , ,49.9,63.3,Race/Ethnicity,"White, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,WHT
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,41.2,41.2, , ,30.3,54.6,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,AIAN
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,HIS
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,BLK
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,101.6,101.6, , ,67.5,146.8,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,API
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,69.1,69.1, , ,60.3,77.9,Race/Ethnicity,"White, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,WHT
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,70.3,70.3, , ,50.7,95.1,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,AIAN
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,86.4,86.4, , ,73.3,99.5,Gender,Male, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,GENDER,GENM
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,59.5,59.5, , ,49.8,69.1,Gender,Female, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,GENDER,GENF
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,72.2,72.2, , ,64.3,80.1,Overall,Overall, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,OVERALL,OVR
2013,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,HIS
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,BLK
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,29,29, , ,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,API
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,221,221, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,WHT
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,43,43, , ,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,AIAN
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,185,185, , ,,,Gender,Male, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,GENDER,GENM
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,126,126, , ,,,Gender,Female, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,GENDER,GENF
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,311,311, , ,,,Overall,Overall, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,OVERALL,OVR
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,HIS
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,BLK
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,51.1,51.1, , ,34.2,73.3,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,API
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,46.1,46.1, , ,40,52.2,Race/Ethnicity,"White, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,WHT
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,36.8,36.8, , ,26.6,49.5,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,AIAN
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,HIS
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,BLK
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,85.1,85.1, , ,55.1,125.6,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,API
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,54.4,54.4, , ,46.7,62.1,Race/Ethnicity,"White, non-Hispanic", , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,WHT
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,59.8,59.8, , ,42.5,81.7,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,AIAN
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,70.4,70.4, , ,59,81.8,Gender,Male, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,GENDER,GENM
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,48.6,48.6, , ,39.8,57.4,Gender,Female, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,GENDER,GENF
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,59.3,59.3, , ,52.3,66.3,Overall,Overall, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,OVERALL,OVR
2014,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(64.84507995700051, -147.72205903599973)",DIA,DIA1_1, ,2,RACE,HIS
2010,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,2024,2024, , ,,,Gender,Female, , , , ,"(32.84057112200048, -86.63186076199969)",DIA,DIA1_1, ,1,GENDER,GENF
2010,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,3906,3906, , ,,,Overall,Overall, , , , ,"(32.84057112200048, -86.63186076199969)",DIA,DIA1_1, ,1,OVERALL,OVR
2010,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1882,1882, , ,,,Gender,Male, , , , ,"(32.84057112200048, -86.63186076199969)",DIA,DIA1_1, ,1,GENDER,GENM
2010,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(32.84057112200048, -86.63186076199969)",DIA,DIA1_1, ,1,RACE,HIS
2010,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,2656,2656, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(32.84057112200048, -86.63186076199969)",DIA,DIA1_1, ,1,RACE,WHT
2010,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1229,1229, , ,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(32.84057112200048, -86.63186076199969)",DIA,DIA1_1, ,1,RACE,BLK
2010,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(32.84057112200048, -86.63186076199969)",DIA,DIA1_1, ,1,RACE,AIAN
2010,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(32.84057112200048, -86.63186076199969)",DIA,DIA1_1, ,1,RACE,API
2010,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,85.1,85.1, , ,81.4,88.8,Gender,Female, , , , ,"(32.84057112200048, -86.63186076199969)",DIA,DIA1_1, ,1,GENDER,GENF
2010,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,85,85, , ,82.4,87.7,Overall,Overall, , , , ,"(32.84057112200048, -86.63186076199969)",DIA,DIA1_1, ,1,OVERALL,OVR
2010,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,84.9,84.9, , ,81.1,88.7,Gender,Male, , , , ,"(32.84057112200048, -86.63186076199969)",DIA,DIA1_1, ,1,GENDER,GENM
2010,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic, , , , ,"(32.84057112200048, -86.63186076199969)",DIA,DIA1_1, ,1,RACE,HIS
